working_name	Uberstrain	Name	Data_Source(Accession_No.;Sequencing_Platform;Sequencing_Library;Insert_Size;Experiment;Bases;Average_Length;Status)	Barcode	Source_Niche	Source_Type	Source_Details	Collection_Year	Collection_Month	Collection_Day	Collection_Time	Continent	Country	Region	District	City	Post_Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic_Formulas	Lab_Contact	Phage_Type	Comment	Bio_Project_ID	Project_ID	Sample_ID	Secondary_Sample_ID	Date_Entered	Release_Date	Status	Coverage	N50	Length	Species	Contig_Number(>=200_bp)	Low_Quality_Bases	Version	Assembly_Barcode	HC0_(indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900_(ceBG)	HC2000_(Super-lineage)	HC2600	HC2850_(subsp.)	HC5_or_other	Flag	aac(3)-IId 1/80 (1%)	aac(6')-Iy 80/80 (100%)	aadA2 1/80 (1%)	ant(3'')-IIa 1/80 (1%)	aph(3')-Ia 2/80 (2%)	arr-2 1/80 (1%)	blaCMY-59 3/80 (4%)	blaCTX-M-55 1/80 (1%)	blaTEM-1 64/80 (80%)	cmlA1 1/80 (1%)	dfrA14 61/80 (76%)	floR 11/80 (14%)	fosA7 80/80 (100%)	linG 1/80 (1%)	mdsA 80/80 (100%)	mdsB 80/80 (100%)	mdsC 80/80 (100%)	mdtK 80/80 (100%)	mphA 1/80 (1%)	parC p.T57S 80/80 (100%)	qacH 1/80 (1%)	qnrS1 74/80 (92%)	strA 62/80 (78%)	strB 62/80 (78%)	sul2 3/80 (4%)	sul3 64/80 (80%)	tet(A) 74/80 (92%)	Col156 1/80 (1%)	Col440I 3/80 (4%)	ColpVC 5/80 (6%)	ColRNAI 1/80 (1%)	IncB/O/K/Z 1/80 (1%)	IncHI2 1/80 (1%)	IncHI2A 1/80 (1%)	IncI(Gamma) 2/80 (2%)	IncI1(Alpha) 7/80 (9%)	IncL/M(pMU407) 1/80 (1%)	IncL/M(pOXA-48) 1/80 (1%)	IncQ1 14/80 (18%)	IncX1 74/80 (92%)	pSL483 1/80 (1%)	csgABCDEFG 80/80 (100%)	fimCDFHI 80/80 (100%)	lpfA 80/80 (100%)	lpfB 80/80 (100%)	lpfC 80/80 (100%)	lpfE 80/80 (100%)	mgtB 80/80 (100%)	mgtC 80/80 (100%)	mig-14 80/80 (100%)	misL 79/80 (99%)	papB 2/80 (2%)	papI 2/80 (2%)	sinH 80/80 (100%)	C63PI  80/80 (100%)	SPI-1  80/80 (100%)	SPI-2  80/80 (100%)	SPI-3  80/80 (100%)	SPI-4  80/80 (100%)	SPI-5  80/80 (100%)	SPI-8  79/80 (99%)	SPI-9  80/80 (100%)
SAL_BB1915AA_AS	SAL_QA0491AA	402760	SRR7251084;ILLUMINA;Paired;;SRX4155810;;	SAL_QA0491AA	Human	Human	Homo sapiens; human	2017	8	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09298405	SRS3368879	2018-06-04	2018-06-03	Assembled	44	202227	4963767	Salmonella enterica;98.19%	83	190520	4	SAL_BB1915AA_AS	124102	124102	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB2131AA_AS	SAL_QA0728AA	371908	SRR7257326;ILLUMINA;Paired;;SRX4161657;;	SAL_QA0728AA	Human	Human	Homo sapiens; human	2017	5	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09349552	SRS3374023	2018-06-05	2018-06-05	Assembled	25	97744	4818592	Salmonella enterica;96.53%	116	84401	4	SAL_BB2131AA_AS	124286	124286	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
SAL_BB2899AA_AS	SAL_QA0872AA	399487	SRR7274986;ILLUMINA;Paired;;SRX4178593;;	SAL_QA0872AA	Human	Human	Homo sapiens; human	2017	8	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09377450	SRS3390205	2018-06-08	2018-06-07	Assembled	53	215383	4727717	Salmonella enterica;100.0%	48	15675	4	SAL_BB2899AA_AS	125000	124102	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB3127AA_AS	SAL_QA1473AA	193351	SRR7278076;ILLUMINA;Paired;;SRX4181659;;	SAL_QA1473AA	Human	Human	Homo sapiens; human	2015	12	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09380551	SRS3393181	2018-06-08	2018-06-08	Assembled	101	360389	4766483	Salmonella enterica;91.39%	59	29439	4	SAL_BB3127AA_AS	125156	7255	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB2970AA_AS	SAL_QA1542AA	373846	SRR7277801;ILLUMINA;Paired;;SRX4181384;;	SAL_QA1542AA	Human	Human	Homo sapiens; human	2017	5	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09380429	SRS3392908	2018-06-08	2018-06-08	Assembled	44	173724	4829202	Salmonella enterica;95.28%	104	51204	4	SAL_BB2970AA_AS	125034	124286	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB2967AA_AS	SAL_QA1545AA	506864	SRR7277795;ILLUMINA;Paired;;SRX4181378;;	SAL_QA1545AA	Human	Human	Homo sapiens; human	2018	3	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09380417	SRS3392902	2018-06-08	2018-06-08	Assembled	54	158483	4881773	Salmonella enterica;97.53%	77	60755	4	SAL_BB2967AA_AS	125037	125037	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB4524AA_AS	SAL_QA2679AA	178939	SRR7292963;ILLUMINA;Paired;;SRX4195625;;	SAL_QA2679AA	Human	Human	Homo sapiens; human	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09396964	SRS3406381	2018-06-12	2018-06-12	Assembled	74	350519	4759356	Salmonella enterica;92.65%	69	13737	4	SAL_BB4524AA_AS	126182	7255	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB4431AA_AS	SAL_QA2769AA	180556	SRR7292872;ILLUMINA;Paired;;SRX4195534;;	SAL_QA2769AA	Human	Human	Homo sapiens; human	2015	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09396867	SRS3406287	2018-06-12	2018-06-12	Assembled	74	312766	4723508	Salmonella enterica;100.0%	58	11228	4	SAL_BB4431AA_AS	126135	126135	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB5050AA_AS	SAL_QA3224AA	484133	SRR7299103;ILLUMINA;Paired;;SRX4201537;;	SAL_QA3224AA	Human	Human	Homo sapiens; human	2018	2	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09404421	SRS3411771	2018-06-13	2018-06-13	Assembled	90	232092	4838741	Salmonella enterica;98.81%	75	16079	4	SAL_BB5050AA_AS	126569	126569	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB4937AA_AS	SAL_QA3337AA	516314	SRR7298405;ILLUMINA;Paired;;SRX4200839;;	SAL_QA3337AA	Human	Human	Homo sapiens; human	2018	3	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09404268	SRS3411073	2018-06-13	2018-06-13	Assembled	75	231956	4806476	Salmonella enterica;97.97%	84	21842	4	SAL_BB4937AA_AS	126477	29948	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB6441AA_AS	SAL_QA4856AA	157337	SRR7349169;ILLUMINA;Paired;;SRX4222540;;	SAL_QA4856AA	Human	Human	Homo sapiens; human	2015	8	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09431364	SRS3423002	2018-06-17	2018-06-16	Assembled	67	187239	4876840	Salmonella enterica;92.3%	92	33914	4	SAL_BB6441AA_AS	127668	127668	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB7261AA_AS	SAL_QA5091AA	474918	SRR7351520;ILLUMINA;Paired;;SRX4224743;;	SAL_QA5091AA	Human	Human	Homo sapiens; human	2018	1	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09434996	SRS3424820	2018-06-18	2018-06-18	Assembled	35	185608	4791052	Salmonella enterica;97.25%	74	18803	4	SAL_BB7261AA_AS	128220	7255	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB7197AA_AS	SAL_QA5155AA	135018	SRR7351456;ILLUMINA;Paired;;SRX4224679;;	SAL_QA5155AA	Human	Human	Homo sapiens; human	2015	7	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Oranienburg	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09434941	SRS3424756	2018-06-18	2018-06-18	Assembled	69	258925	4786706	Salmonella enterica;95.46%	88	22082	4	SAL_BB7197AA_AS	128139	128139	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB7027AA_AS	SAL_QA5244AA	169636	SRR7351354;ILLUMINA;Paired;;SRX4224577;;	SAL_QA5244AA	Human	Human	Homo sapiens; human	2015	9	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09434864	SRS3424654	2018-06-18	2018-06-18	Assembled	58	173364	4782863	Salmonella enterica;98.72%	75	49337	4	SAL_BB7027AA_AS	128053	128053	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB8135AA_AS	SAL_QA6597AA	140594	SRR7401838;ILLUMINA;Paired;;SRX4273985;;	SAL_QA6597AA	Human	Human	Homo sapiens; human	2015	7	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09463111	SRS3440308	2018-06-21	2018-06-21	Assembled	72	307804	4784909	Salmonella enterica;93.75%	67	44327	4	SAL_BB8135AA_AS	128139	128139	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB9086AA_AS	SAL_QA7337AA	391774	SRR7414974;ILLUMINA;Paired;;SRX4285931;;	SAL_QA7337AA	Human	Human	Homo sapiens; human	2017	7	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09474929	SRS3450076	2018-06-24	2018-06-23	Assembled	50	232092	4874887	Salmonella enterica;95.65%	66	38642	4	SAL_BB9086AA_AS	129907	129907	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB9562AA_AS	SAL_QA7689AA	186534	SRR7416357;ILLUMINA;Paired;;SRX4287314;;	SAL_QA7689AA	Human	Human	Homo sapiens; human	2015	11	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09475973	SRS3451170	2018-06-25	2018-06-24	Assembled	68	313247	4763021	Salmonella enterica;95.45%	65	48593	4	SAL_BB9562AA_AS	130263	7255	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB0088AA_AS	SAL_QA8254AA	529242	SRR7426956;ILLUMINA;Paired;;SRX4297778;;	SAL_QA8254AA	Human	Human	Homo sapiens; human	2018	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09484493	SRS3460751	2018-06-26	2018-06-26	Assembled	75	232003	4768019	Salmonella enterica;92.95%	68	46703	4	SAL_CB0088AA_AS	130734	130734	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB0053AA_AS	SAL_QA8289AA	238366	SRR7426887;ILLUMINA;Paired;;SRX4297709;;	SAL_QA8289AA	Human	Human	Homo sapiens; human	2016	3	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09484459	SRS3460660	2018-06-26	2018-06-26	Assembled	67	304595	4751161	Salmonella enterica;97.14%	68	40112	4	SAL_CB0053AA_AS	130711	130711	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_BB9988AA_AS	SAL_QA8354AA	434316	SRR7426620;ILLUMINA;Paired;;SRX4297442;;	SAL_QA8354AA	Human	Human	Homo sapiens; human	2017	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09484402	SRS3460393	2018-06-26	2018-06-26	Assembled	57	234506	4835797	Salmonella enterica;98.36%	67	37306	4	SAL_BB9988AA_AS	130624	130624	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB1324AA_AS	SAL_QA9337AA	373153	SRR7444218;ILLUMINA;Paired;;SRX4314757;;	SAL_QA9337AA	Human	Human	Homo sapiens; human	2017	5	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09504457	SRS3476583	2018-06-28	2018-06-28	Assembled	64	231956	4830786	Salmonella enterica;90.63%	67	48576	4	SAL_CB1324AA_AS	125034	124286	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB1790AA_AS	SAL_QA9819AA	418219	SRR7451162;ILLUMINA;Paired;;SRX4321671;;	SAL_QA9819AA	Human	Human	Homo sapiens; human	2017	9	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09516405	SRS3484138	2018-06-29	2018-06-29	Assembled	70	187654	4906368	Salmonella enterica;89.29%	88	18896	4	SAL_CB1790AA_AS	134605	134605	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_GB0225AA_AS	SAL_QA9891AA	226995	SRR7451048;ILLUMINA;Paired;;SRX4321557;;	SAL_QA9891AA	Human	Human	Homo sapiens; human	2016	3	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09516402	SRS3484022	2018-06-29	2018-06-29	Assembled	59	216518	4745186	Salmonella enterica;100.0%	54	10432	4	SAL_GB0225AA_AS	136004	136004	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB2669AA_AS	SAL_RA0761AA	524309	SRR7458569;ILLUMINA;Paired;;SRX4329047;;	SAL_RA0761AA	Human	Human	Homo sapiens; human	2018	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09530926	SRS3491093	2018-07-02	2018-07-02	Assembled	54	231992	4833022	Salmonella enterica;96.25%	73	115959	4	SAL_CB2669AA_AS	132367	132367	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB2598AA_AS	SAL_RA0832AA	436073	SRR7458213;ILLUMINA;Paired;;SRX4328709;;	SAL_RA0832AA	Human	Human	Homo sapiens; human	2017	10	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09522088	SRS3490811	2018-07-02	2018-07-01	Assembled	81	232004	4832361	Salmonella enterica;95.84%	71	51247	4	SAL_CB2598AA_AS	132362	132362	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB2372AA_AS	SAL_RA1050AA	443524	SRR7457931;ILLUMINA;Paired;;SRX4328427;;	SAL_RA1050AA	Human	Human	Homo sapiens; human	2017	11	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09521889	SRS3490530	2018-07-02	2018-07-01	Assembled	82	156525	4784850	Salmonella enterica;96.07%	80	41216	4	SAL_CB2372AA_AS	132146	132146	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB3497AA_AS	SAL_RA2731AA	101477	SRR7468919;ILLUMINA;Paired;;SRX4338687;;	SAL_RA2731AA	Human	Human	Homo sapiens; human	2015	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09557534	SRS3499600	2018-07-04	2018-07-04	Assembled	86	231995	4770606	Salmonella enterica;89.74%	82	49379	4	SAL_CB3497AA_AS	133071	133071	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
SAL_CB5243AA_AS	SAL_RA3258AA	527517	SRR7475467;ILLUMINA;Paired;;SRX4344964;;	SAL_RA3258AA	Human	Human	Homo sapiens; human	2018	4	NA	NA	Europe	United Kingdom	NA	NA	NA	NA	NA	NA	Agona	I	NA	NA	Public Health England	NA	NA	PRJNA248792	SRP042645	SAMN09612142	SRS3505013	2018-07-06	2018-07-06	Assembled	68	181857	4933329	Salmonella enterica;95.0%	78	89288	4	SAL_CB5243AA_AS	135392	98214	4181	477	419	29	29	28	28	28	28	28	2	HC5-4181	https://raw.githubusercontent.com/maxlcummins/SG17-135/resubmission/flags/United_Kindgom.png	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
