Query	Subject	Percent identity	Length	Mismatches	Gaps	Query start	Query end	Subject start	Subject end	Expect value	Bit score
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	94.326	141	8	0	2	142	26148	26008	2.92E-60	219
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	94.326	141	8	0	1	141	26334	26194	2.92E-60	219
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	94.326	141	8	0	2	142	26370	26230	2.92E-60	219
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	94.286	140	8	0	2	141	25778	25639	1.02E-59	217
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	94.286	140	8	0	2	141	26185	26046	1.02E-59	217
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	93.662	142	9	0	1	142	26075	25934	3.56E-59	215
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	93.571	140	9	0	2	141	26037	25898	4.33E-58	212
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	92.199	141	11	0	1	141	26001	25861	6.43E-56	205
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	91.429	140	12	0	2	141	25889	25750	2.73E-54	199
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	91.429	140	12	0	2	141	26296	26157	2.73E-54	199
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	98.148	108	2	0	1	108	25594	25487	1.73E-50	187
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	90.4	125	12	0	17	141	26392	26268	3.80E-46	172
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	90.385	52	5	0	91	142	26392	26341	9.56E-16	71.6
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	94.118	34	2	0	1	34	25520	25487	2.57E-10	53.6
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	100	11	0	0	116	126	12129	12119	1.5	21.1
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	100	11	0	0	42	52	12129	12119	1.5	21.1
NODE_83_length_142_cov_16.320755	IncX-SG17-135.gb	100	11	0	0	5	15	12129	12119	1.5	21.1
NODE_84_length_139_cov_7.640000	IncX-SG17-135.gb	100	11	0	0	119	129	11483	11493	1.5	21.1
NODE_84_length_139_cov_7.640000	IncX-SG17-135.gb	92.857	14	1	0	37	50	21554	21541	1.5	21.1
NODE_85_length_135_cov_597.586957	IncX-SG17-135.gb	92.857	14	1	0	83	96	21554	21541	1.4	21.1
NODE_86_length_135_cov_12.282609	IncX-SG17-135.gb	100	11	0	0	58	68	14201	14211	1.4	21.1
NODE_88_length_131_cov_795.357143	IncX-SG17-135.gb	100	13	0	0	71	83	23935	23947	0.11	24.7
NODE_89_length_125_cov_17.083333	IncX-SG17-135.gb	82.609	23	1	1	48	70	4203	4184	0.38	22.9
NODE_89_length_125_cov_17.083333	IncX-SG17-135.gb	100	11	0	0	44	54	4492	4482	1.3	21.1
NODE_89_length_125_cov_17.083333	IncX-SG17-135.gb	100	11	0	0	55	65	15459	15469	1.3	21.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	87.5	32	3	1	186645	186676	10498	10528	0.034	37.4
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	95	20	1	0	175862	175881	2456	2475	1.4	31.9
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	88.462	26	1	1	41865	41890	14150	14173	1.4	31.9
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	100	17	0	0	13492	13508	23798	23782	1.4	31.9
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	94.737	19	1	0	27132	27150	715	733	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	84.615	26	4	0	83344	83369	1737	1762	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	84.615	26	4	0	137620	137645	5139	5114	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	87.5	24	3	0	147726	147749	7111	7088	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	90.476	21	2	0	125288	125308	7513	7493	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	94.737	19	1	0	209484	209502	10405	10387	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	100	16	0	0	208482	208497	10582	10567	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	100	16	0	0	136430	136445	12538	12553	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	100	16	0	0	40907	40922	12735	12720	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	94.737	19	1	0	152028	152046	23149	23167	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	100	16	0	0	17377	17392	23527	23512	5	30.1
NODE_8_length_215387_cov_5.253156	IncX-SG17-135.gb	100	16	0	0	34261	34276	26522	26537	5	30.1
NODE_90_length_122_cov_925.333333	IncX-SG17-135.gb	100	13	0	0	29	41	23935	23947	0.11	24.7
NODE_92_length_108_cov_21.736842	IncX-SG17-135.gb	100	12	0	0	56	67	19235	19246	0.32	22.9
NODE_92_length_108_cov_21.736842	IncX-SG17-135.gb	100	11	0	0	55	65	20808	20798	1.1	21.1
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	99.038	104	1	0	1	104	25720	25617	1.49E-49	183
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	99.038	104	1	0	1	104	26127	26024	1.49E-49	183
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	98.077	104	2	0	1	104	25609	25506	1.81E-48	179
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	95.192	104	5	0	1	104	25868	25765	3.99E-44	165
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	95.192	104	5	0	1	104	25979	25876	3.99E-44	165
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	95.192	104	5	0	1	104	26275	26172	3.99E-44	165
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	94.231	104	6	0	1	104	25646	25543	4.85E-43	161
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	94.231	104	6	0	1	104	25757	25654	4.85E-43	161
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	94.231	104	6	0	1	104	26164	26061	4.85E-43	161
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	94.231	104	6	0	1	104	26386	26283	4.85E-43	161
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	93.269	104	7	0	1	104	25683	25580	2.06E-41	156
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	93.269	104	7	0	1	104	25831	25728	2.06E-41	156
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	93.269	104	7	0	1	104	25942	25839	2.06E-41	156
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	93.269	104	7	0	1	104	26016	25913	2.06E-41	156
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	93.269	104	7	0	1	104	26090	25987	2.06E-41	156
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	93.269	104	7	0	1	104	26238	26135	2.06E-41	156
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	93.269	104	7	0	1	104	26349	26246	2.06E-41	156
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	92.308	104	8	0	1	104	26053	25950	2.51E-40	152
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	91.346	104	9	0	1	104	25905	25802	1.07E-38	147
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	91.346	104	9	0	1	104	26312	26209	1.07E-38	147
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	90.385	104	10	0	1	104	25794	25691	1.30E-37	143
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	90.385	104	10	0	1	104	26201	26098	1.30E-37	143
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	94.186	86	5	0	1	86	25572	25487	2.36E-34	132
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	90.411	73	7	0	32	104	26392	26320	1.39E-24	100
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	100	11	0	0	57	67	12129	12119	1.1	21.1
NODE_93_length_104_cov_26.933333	IncX-SG17-135.gb	100	11	0	0	20	30	12129	12119	1.1	21.1
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	92	25	2	0	113817	113841	4637	4661	0.032	37.4
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	100	20	0	0	22443	22462	13618	13637	0.032	37.4
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	100	19	0	0	137474	137492	2814	2832	0.11	35.6
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	91.667	24	2	0	86245	86268	7451	7428	0.11	35.6
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	100	17	0	0	185263	185279	1777	1761	1.3	31.9
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	95	20	1	0	75684	75703	6936	6917	1.3	31.9
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	100	17	0	0	65823	65839	7554	7538	1.3	31.9
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	95	20	1	0	147992	148011	22226	22245	1.3	31.9
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	95	20	1	0	147992	148011	24301	24320	1.3	31.9
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	100	16	0	0	46972	46987	3240	3225	4.7	30.1
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	90.476	21	2	0	50088	50108	8012	8032	4.7	30.1
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	85.185	27	1	1	101297	101320	8855	8881	4.7	30.1
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	94.737	19	1	0	166203	166221	13723	13741	4.7	30.1
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	85.714	28	3	1	23265	23291	13955	13982	4.7	30.1
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	100	16	0	0	23941	23956	17487	17502	4.7	30.1
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	100	16	0	0	17715	17730	17875	17860	4.7	30.1
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	100	16	0	0	17715	17730	18544	18529	4.7	30.1
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	100	16	0	0	186547	186562	19752	19737	4.7	30.1
NODE_9_length_202227_cov_5.749072	IncX-SG17-135.gb	100	16	0	0	120134	120149	24752	24737	4.7	30.1
NODE_10_length_181526_cov_8.266823	IncX-SG17-135.gb	88.889	27	3	0	38513	38539	8047	8021	0.099	35.6
NODE_10_length_181526_cov_8.266823	IncX-SG17-135.gb	76	50	11	1	102122	102170	15050	15099	0.35	33.7
NODE_10_length_181526_cov_8.266823	IncX-SG17-135.gb	78.571	42	7	1	67799	67840	23010	23049	0.35	33.7
NODE_10_length_181526_cov_8.266823	IncX-SG17-135.gb	100	17	0	0	24311	24327	4453	4469	1.2	31.9
NODE_10_length_181526_cov_8.266823	IncX-SG17-135.gb	94.737	19	1	0	4853	4871	1176	1194	4.2	30.1
NODE_10_length_181526_cov_8.266823	IncX-SG17-135.gb	100	16	0	0	103136	103151	4366	4381	4.2	30.1
NODE_10_length_181526_cov_8.266823	IncX-SG17-135.gb	90.476	21	2	0	11242	11262	6869	6849	4.2	30.1
NODE_10_length_181526_cov_8.266823	IncX-SG17-135.gb	90.476	21	2	0	1442	1462	6968	6988	4.2	30.1
NODE_10_length_181526_cov_8.266823	IncX-SG17-135.gb	90.476	21	2	0	69977	69997	10757	10777	4.2	30.1
NODE_10_length_181526_cov_8.266823	IncX-SG17-135.gb	90.476	21	2	0	96677	96697	13755	13735	4.2	30.1
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	92	25	2	0	113819	113843	4637	4661	0.024	37.4
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	100	20	0	0	22445	22464	13618	13637	0.024	37.4
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	100	19	0	0	137476	137494	2814	2832	0.085	35.6
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	91.667	24	2	0	86247	86270	7451	7428	0.085	35.6
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	95	20	1	0	75686	75705	6936	6917	1	31.9
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	100	17	0	0	65825	65841	7554	7538	1	31.9
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	95	20	1	0	147994	148013	22226	22245	1	31.9
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	95	20	1	0	147994	148013	24301	24320	1	31.9
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	100	16	0	0	46974	46989	3240	3225	3.6	30.1
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	90.476	21	2	0	50090	50110	8012	8032	3.6	30.1
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	85.185	27	1	1	101299	101322	8855	8881	3.6	30.1
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	85.714	28	3	1	23267	23293	13955	13982	3.6	30.1
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	100	16	0	0	23943	23958	17487	17502	3.6	30.1
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	100	16	0	0	17717	17732	17875	17860	3.6	30.1
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	100	16	0	0	17717	17732	18544	18529	3.6	30.1
NODE_11_length_155081_cov_7.891167	IncX-SG17-135.gb	100	16	0	0	120136	120151	24752	24737	3.6	30.1
NODE_12_length_126023_cov_7.630975	IncX-SG17-135.gb	95.238	21	1	0	48862	48882	10988	11008	0.24	33.7
NODE_12_length_126023_cov_7.630975	IncX-SG17-135.gb	95	20	1	0	72614	72633	3697	3678	0.84	31.9
NODE_12_length_126023_cov_7.630975	IncX-SG17-135.gb	100	16	0	0	24078	24093	4565	4580	2.9	30.1
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	90.909	22	2	0	24196	24217	21619	21640	0.82	31.9
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	90.476	21	2	0	111639	111659	4216	4196	2.8	30.1
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	81.25	32	3	1	49782	49810	11093	11062	2.8	30.1
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	100	16	0	0	95640	95655	14668	14653	2.8	30.1
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	90.476	21	2	0	5803	5823	14706	14726	2.8	30.1
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	91.304	23	1	1	119940	119962	21057	21078	2.8	30.1
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	100	15	0	0	91675	91689	3934	3920	9.9	28.3
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	100	15	0	0	22322	22336	6980	6994	9.9	28.3
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	90	20	2	0	60381	60400	7325	7306	9.9	28.3
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	84	25	4	0	30265	30289	8190	8166	9.9	28.3
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	90	20	2	0	23181	23200	10878	10897	9.9	28.3
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	94.444	18	1	0	78831	78848	11416	11433	9.9	28.3
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	90	20	2	0	62735	62754	14884	14865	9.9	28.3
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	94.444	18	1	0	100064	100081	20928	20945	9.9	28.3
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	85.185	27	3	1	99852	99877	24027	24053	9.9	28.3
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	100	15	0	0	108544	108558	24656	24670	9.9	28.3
NODE_13_length_122606_cov_5.159801	IncX-SG17-135.gb	86.957	23	3	0	5873	5895	26678	26700	9.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	79.487	39	7	1	89358	89395	708	746	0.73	31.9
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	95	20	1	0	55893	55912	12132	12113	0.73	31.9
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	79.412	34	7	0	16597	16630	11917	11950	2.6	30.1
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	82.759	29	5	0	52919	52947	22699	22671	2.6	30.1
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	90.476	21	2	0	82615	82635	22951	22931	2.6	30.1
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	100	15	0	0	68171	68185	336	350	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	94.444	18	1	0	98996	99013	5238	5255	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	100	15	0	0	24053	24067	7608	7622	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	100	15	0	0	71970	71984	10451	10437	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	100	15	0	0	84594	84608	12553	12539	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	100	15	0	0	70918	70932	12556	12542	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	90	20	2	0	42339	42358	14215	14196	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	100	15	0	0	27295	27309	14226	14212	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	94.444	18	1	0	30436	30453	17736	17719	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	94.444	18	1	0	30436	30453	18405	18388	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	90	20	2	0	38639	38658	23117	23098	8.9	28.3
NODE_14_length_109879_cov_6.337505	IncX-SG17-135.gb	100	15	0	0	38164	38178	27277	27291	8.9	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	82.353	34	6	0	28970	29003	5440	5473	0.058	35.6
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	90.909	22	2	0	88734	88755	1237	1258	0.71	31.9
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	84.615	26	4	0	84137	84162	9184	9159	2.5	30.1
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	100	16	0	0	34538	34553	19391	19376	2.5	30.1
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	90.476	21	2	0	61278	61298	25945	25965	2.5	30.1
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	90.476	21	2	0	61278	61298	25982	26002	2.5	30.1
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	94.444	18	1	0	64116	64133	2944	2927	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	94.444	18	1	0	13344	13361	3994	3977	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	90	20	2	0	78216	78235	4111	4092	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	100	15	0	0	66495	66509	5773	5759	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	100	15	0	0	32803	32817	5809	5795	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	100	15	0	0	12107	12121	10509	10523	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	100	15	0	0	75045	75059	11195	11181	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	94.444	18	1	0	8980	8997	11549	11532	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	100	15	0	0	78199	78213	15230	15244	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	94.444	18	1	0	38017	38034	19912	19895	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	90	20	2	0	60125	60144	20943	20924	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	90	20	2	0	67232	67251	25180	25199	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	94.444	18	1	0	88546	88563	26964	26947	8.7	28.3
NODE_15_length_106980_cov_5.160830	IncX-SG17-135.gb	100	15	0	0	22108	22122	27057	27071	8.7	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	88.462	26	1	1	51828	51853	14150	14173	0.64	31.9
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	100	17	0	0	23455	23471	23798	23782	0.64	31.9
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	94.737	19	1	0	37095	37113	715	733	2.2	30.1
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	84.615	26	4	0	93307	93332	1737	1762	2.2	30.1
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	100	16	0	0	50870	50885	12735	12720	2.2	30.1
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	100	16	0	0	27340	27355	23527	23512	2.2	30.1
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	100	16	0	0	44224	44239	26522	26537	2.2	30.1
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	90	20	2	0	25136	25155	1056	1037	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	94.444	18	1	0	23798	23815	1371	1354	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	86.957	23	3	0	30567	30589	1876	1898	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	100	15	0	0	27202	27216	4649	4663	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	84	25	4	0	51357	51381	7336	7312	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	100	15	0	0	40236	40250	9376	9390	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	100	15	0	0	81350	81364	11484	11470	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	94.444	18	1	0	63583	63600	12533	12550	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	100	15	0	0	84846	84860	17722	17736	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	100	15	0	0	84846	84860	18391	18405	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	94.444	18	1	0	2658	2675	22768	22751	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	94.444	18	1	0	63783	63800	24689	24672	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	94.444	18	1	0	2658	2675	24843	24826	7.8	28.3
NODE_16_length_96458_cov_4.730416	IncX-SG17-135.gb	84	25	4	0	52327	52351	26679	26703	7.8	28.3
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	91.304	23	2	0	32122	32144	20948	20926	0.18	33.7
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	100	17	0	0	57824	57840	4661	4645	0.62	31.9
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	88	25	3	0	48926	48950	8537	8561	0.62	31.9
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	95	20	1	0	8996	9015	11675	11656	0.62	31.9
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	91.304	23	1	1	10056	10078	9239	9260	2.2	30.1
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	100	16	0	0	25304	25319	10491	10476	2.2	30.1
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	84.615	26	4	0	71725	71750	13539	13514	2.2	30.1
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	94.737	19	1	0	60399	60417	21656	21674	2.2	30.1
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	94.444	18	1	0	82916	82933	2275	2292	7.5	28.3
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	84	25	4	0	53896	53920	8279	8255	7.5	28.3
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	95	20	0	1	61434	61453	9414	9432	7.5	28.3
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	100	15	0	0	31066	31080	11180	11194	7.5	28.3
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	100	15	0	0	42147	42161	11528	11514	7.5	28.3
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	86.957	23	3	0	40791	40813	19314	19292	7.5	28.3
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	80	35	1	2	37046	37075	20344	20377	7.5	28.3
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	100	15	0	0	29705	29719	22766	22752	7.5	28.3
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	100	15	0	0	29705	29719	24841	24827	7.5	28.3
NODE_17_length_92589_cov_8.659441	IncX-SG17-135.gb	100	15	0	0	27269	27283	27180	27194	7.5	28.3
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	83.333	30	5	0	51066	51095	19979	20008	0.6	31.9
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	84.615	26	4	0	81612	81637	10802	10777	2.1	30.1
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	81.081	37	4	2	65634	65667	11734	11698	2.1	30.1
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	94.737	19	1	0	16395	16413	19899	19917	2.1	30.1
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	100	15	0	0	41863	41877	7168	7154	7.3	28.3
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	87.5	24	1	1	44632	44653	11098	11075	7.3	28.3
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	95	20	0	1	69780	69799	12656	12674	7.3	28.3
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	100	15	0	0	8871	8885	14084	14070	7.3	28.3
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	100	15	0	0	77641	77655	15381	15367	7.3	28.3
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	100	15	0	0	18000	18014	17823	17809	7.3	28.3
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	100	15	0	0	18000	18014	18492	18478	7.3	28.3
NODE_18_length_90487_cov_5.603655	IncX-SG17-135.gb	73.214	56	12	2	31163	31216	23003	23057	7.3	28.3
NODE_19_length_81488_cov_7.445176	IncX-SG17-135.gb	100	91	0	0	1	91	27420	27510	3.65E-41	165
NODE_19_length_81488_cov_7.445176	IncX-SG17-135.gb	84.615	26	4	0	35366	35391	7318	7343	1.9	30.1
NODE_19_length_81488_cov_7.445176	IncX-SG17-135.gb	83.333	30	3	1	66591	66620	11066	11039	1.9	30.1
NODE_19_length_81488_cov_7.445176	IncX-SG17-135.gb	100	15	0	0	64993	65007	7212	7198	6.6	28.3
NODE_19_length_81488_cov_7.445176	IncX-SG17-135.gb	95	20	0	1	45279	45298	11034	11016	6.6	28.3
NODE_19_length_81488_cov_7.445176	IncX-SG17-135.gb	100	15	0	0	66190	66204	11498	11512	6.6	28.3
NODE_19_length_81488_cov_7.445176	IncX-SG17-135.gb	100	15	0	0	18026	18040	12864	12878	6.6	28.3
NODE_19_length_81488_cov_7.445176	IncX-SG17-135.gb	100	15	0	0	81354	81368	17224	17210	6.6	28.3
